[2025-03-05 09:07:03.997] [INFO] Initializing DOOM.rb
[2025-03-05 09:07:03.997] [INFO] Game initialized successfully
[2025-03-05 09:07:03.998] [INFO] Starting game loop
[2025-03-05 09:07:04.332] [DEBUG] Player position: Vector[2.0, 2.0], direction: Vector[1.0, 0.0]
[2025-03-05 09:09:09.155] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.170] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.188] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.205] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.221] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.238] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.254] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.271] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.288] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.305] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.322] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.338] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.354] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.371] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.387] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.405] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.421] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.439] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.455] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.471] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.489] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.505] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.523] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.539] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.556] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.572] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.588] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.604] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.620] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.638] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.655] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.671] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.688] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.704] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.721] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.738] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.754] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.772] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.788] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.805] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.821] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.839] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.855] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.872] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.889] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.905] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.920] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.938] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.955] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.971] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:09.987] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.005] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.022] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.038] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.054] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.072] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.088] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.105] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.121] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.139] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.155] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.171] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.189] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.205] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.221] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.238] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.255] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.271] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.289] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.305] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.323] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.339] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.356] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.372] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.389] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.406] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.422] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.438] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.454] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.472] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.489] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.505] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.522] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.537] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.555] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.571] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.589] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.605] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.623] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.639] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.656] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.672] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.688] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.705] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.721] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.737] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.753] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.770] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.786] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.803] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.820] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.837] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.855] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.871] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.887] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.904] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.920] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.937] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.955] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.971] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:10.988] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.003] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.020] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.037] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.054] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.070] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.086] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.104] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.121] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.137] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.154] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.171] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.188] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.205] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.221] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.238] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.255] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.271] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.288] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.305] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.321] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.338] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.355] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.373] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.389] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.406] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.422] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.440] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.455] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.472] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.489] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.505] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.521] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.538] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.555] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.571] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.589] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.606] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.622] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.639] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.655] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.671] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.687] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.703] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.720] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.737] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.753] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.770] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.785] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.803] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.820] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.836] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.853] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.871] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.887] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.904] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.920] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.937] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.954] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.970] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:11.988] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.005] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.021] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.039] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.056] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.072] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.088] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.104] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.122] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.138] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.156] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
[2025-03-05 09:09:12.172] [DEBUG] Player position: Vector[8.199144098918511, 1.8822302552609973], direction: Vector[0.2423587287806152, 0.9701867070743839]
